"","respid","sample","int_date","fcall","attempt","refusal","lang","cregion","state","density","usr","scregion","sstate","sdensity","susr","llitext0","llitext","qintro2","phase","qs1","qa1","q1c1","qc1a","qb2","qb3","qb4","qb5","qa6","qa8","qa9a","qa9b","qa9c","qa9d","qa9e","qa9f","qa9g","q11a","q11b","q11c_b","q11e_b","q11h_b","q11i_b","q11j_b","q11at","q11bt","qb12"
"7829",500011,"Cell phone",140227,140227,1,"No","English","Midwest","Indiana","3","U  ","Midwest","Indiana","3","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7830",500013,"Cell phone",140227,140227,1,"No","English","South","Georgia","4","S  ","South","Georgia","4","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Very unfavorable",NA,NA,NA,NA,NA,NA,"Yes, Democratic Party's policies pose a threat to the nation's well-being",NA
"7831",500014,"Cell phone",140227,140227,1,"No","English","Northeast","New York","Highest","U  ","Northeast","New York","Highest","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"7832",500017,"Cell phone",140227,140227,1,"No","English","Midwest","Ohio","4","U  ","Midwest","Ohio","4","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7833",500019,"Cell phone",140227,140227,2,"No","English","Northeast","New York","Highest","U  ","Northeast","New York","Highest","   ",NA,NA,NA,3,"18 or older",NA,"Don't know/Refused",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","(VOL) Can't rate",NA,NA,NA,NA,NA,NA,NA,NA
"7834",500020,"Cell phone",140228,140227,2,"No","English","Northeast","New Hampshire","2","S  ","Northeast","New Hampshire","2","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Very unfavorable",NA,NA,NA,NA,NA,NA,"Yes, Democratic Party's policies pose a threat to the nation's well-being",NA
"7835",500022,"Cell phone",140227,140227,1,"No","English","Midwest","Michigan","Highest","U  ","Midwest","Michigan","Highest","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very unfavorable","Very favorable",NA,NA,NA,NA,NA,"Yes, Republican Party's policies pose a threat to the nation's well-being",NA,NA
"7836",500025,"Cell phone",140227,140227,1,"No","English","South","Virginia","4","S  ","South","Florida","2","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7837",500026,"Cell phone",140227,140227,1,"No","English","Northeast","New York","Highest","U  ","Northeast","New York","Highest","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very unfavorable","Mostly favorable",NA,NA,NA,NA,NA,"Yes, Republican Party's policies pose a threat to the nation's well-being",NA,NA
"7838",500027,"Cell phone",140228,140227,2,"No","English","South","Georgia","4","U  ","South","Georgia","4","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7839",500028,"Cell phone",140227,140227,1,"No","English","South","West Virginia","2","R  ","South","West Virginia","2","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Very unfavorable",NA,NA,NA,NA,NA,NA,"Yes, Democratic Party's policies pose a threat to the nation's well-being",NA
"7840",500029,"Cell phone",140227,140227,1,"No","English","South","Florida","2","S  ","South","Florida","2","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"7841",500031,"Cell phone",140227,140227,1,"No","English","South","Maryland","4","S  ","South","Maryland","4","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Very unfavorable",NA,NA,NA,NA,NA,NA,"No, wouldn't go that far",NA
"7842",500032,"Cell phone",140227,140227,1,"No","English","Northeast","Pennsylvania","4","S  ","Northeast","Pennsylvania","4","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very favorable","Very unfavorable",NA,NA,NA,NA,NA,NA,"Yes, Democratic Party's policies pose a threat to the nation's well-being",NA
"7843",500038,"Cell phone",140227,140227,1,"No","English","Midwest","Michigan","3","U  ","Midwest","Michigan","3","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7844",500039,"Cell phone",140227,140227,1,"No","English","Northeast","Pennsylvania","3","S  ","Northeast","Pennsylvania","3","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7845",500040,"Cell phone",140227,140227,1,"No","English","South","West Virginia","2","R  ","South","West Virginia","2","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very unfavorable","Very unfavorable",NA,NA,NA,NA,NA,"No, wouldn't go that far","No, wouldn't go that far",NA
"7846",500041,"Cell phone",140227,140227,1,"No","English","South","Florida","2","S  ","South","Florida","2","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(VOL) Refused","(VOL) Refused",NA,NA,NA,NA,NA,NA,NA,NA
"7847",500042,"Cell phone",140227,140227,1,"No","English","South","Georgia","4","S  ","South","Georgia","4","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very unfavorable","Mostly favorable",NA,NA,NA,NA,NA,"Yes, Republican Party's policies pose a threat to the nation's well-being",NA,NA
"7848",500043,"Cell phone",140227,140227,1,"No","English","Midwest","Michigan","Lowest","R  ","Midwest","Michigan","Lowest","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"7849",500044,"Cell phone",140227,140227,1,"No","English","South","Georgia","4","U  ","South","Georgia","3","   ",NA,NA,NA,3,"18 or older",NA,"Don't know/Refused",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very unfavorable","Very unfavorable",NA,NA,NA,NA,NA,"Yes, Republican Party's policies pose a threat to the nation's well-being","Yes, Democratic Party's policies pose a threat to the nation's well-being",NA
"7850",500045,"Cell phone",140227,140227,1,"No","English","Midwest","Ohio","2","S  ","Midwest","Ohio","4","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Very unfavorable",NA,NA,NA,NA,NA,NA,"Yes, Democratic Party's policies pose a threat to the nation's well-being",NA
"7851",500046,"Cell phone",140227,140227,1,"No","English","Midwest","Indiana","3","U  ","Midwest","Indiana","3","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very favorable","Very unfavorable",NA,NA,NA,NA,NA,NA,"Yes, Democratic Party's policies pose a threat to the nation's well-being",NA
"7852",500047,"Cell phone",140227,140227,1,"No","English","Northeast","New York","Highest","U  ","Northeast","New York","Highest","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7853",500051,"Cell phone",140227,140227,1,"No","English","South","Florida","4","U  ","South","Florida","4","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7854",500053,"Cell phone",140227,140227,1,"No","English","Northeast","Pennsylvania","Highest","S  ","Northeast","Pennsylvania","4","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7855",500055,"Cell phone",140304,140227,2,"No","Spanish","South","Georgia","2","R  ","South","Georgia","Lowest","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7856",500057,"Cell phone",140227,140227,1,"No","English","South","Virginia","Highest","S  ","South","Virginia","Highest","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"7857",500060,"Cell phone",140302,140227,3,"No","English","Northeast","Massachusetts","4","S  ","Northeast","Massachusetts","4","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7858",500063,"Cell phone",140303,140227,3,"No","English","Midwest","Ohio","4","U  ","Midwest","Ohio","4","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very unfavorable","Very favorable",NA,NA,NA,NA,NA,"Yes, Republican Party's policies pose a threat to the nation's well-being",NA,NA
"7859",500065,"Cell phone",140227,140227,1,"No","English","South","North Carolina","4","U  ","Northeast","New York","Highest","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(VOL) Can't rate","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7860",500066,"Cell phone",140227,140227,1,"No","English","Northeast","New Jersey","Highest","S  ","Northeast","New Jersey","4","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7861",500067,"Cell phone",140227,140227,1,"No","English","South","Kentucky","2","S  ","South","Kentucky","2","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7862",500070,"Cell phone",140302,140227,3,"No","English","South","Kentucky","4","U  ","South","Kentucky","4","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"7863",500071,"Cell phone",140227,140227,1,"No","English","Northeast","Connecticut","3","S  ","Northeast","Connecticut","3","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7864",500074,"Cell phone",140227,140227,1,"No","English","South","Oklahoma","2","U  ","South","Oklahoma","2","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very unfavorable","Mostly favorable",NA,NA,NA,NA,NA,"Yes, Republican Party's policies pose a threat to the nation's well-being",NA,NA
"7865",500077,"Cell phone",140227,140227,1,"No","English","South","Texas","Highest","U  ","Midwest","Illinois","Highest","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"7866",500078,"Cell phone",140227,140227,1,"No","English","South","Texas","4","U  ","South","Texas","Highest","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Very unfavorable",NA,NA,NA,NA,NA,NA,"Yes, Democratic Party's policies pose a threat to the nation's well-being",NA
"7867",500081,"Cell phone",140227,140227,1,"No","English","West","Arizona","3","S  ","West","Arizona","3","   ",NA,NA,NA,3,"18 or older",NA,"Don't know/Refused",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(VOL) Refused","(VOL) Refused",NA,NA,NA,NA,NA,NA,NA,NA
"7868",500082,"Cell phone",140227,140227,1,"No","English","West","Arizona","3","S  ","West","Arizona","3","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"7869",500083,"Cell phone",140227,140227,1,"No","English","West","Arizona","3","U  ","West","Arizona","3","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7870",500084,"Cell phone",140227,140227,1,"No","English","West","Utah","Lowest","R  ","West","Utah","Lowest","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(VOL) Can't rate","(VOL) Can't rate",NA,NA,NA,NA,NA,NA,NA,NA
"7871",500086,"Cell phone",140227,140227,1,"No","English","West","Hawaii","4","U  ","West","Hawaii","4","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Very unfavorable",NA,NA,NA,NA,NA,NA,"Yes, Democratic Party's policies pose a threat to the nation's well-being",NA
"7872",500087,"Cell phone",140227,140227,1,"No","English","West","Oregon","2","S  ","West","Oregon","2","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7873",500088,"Cell phone",140228,140227,1,"No","English","West","Washington","3","U  ","West","Washington","3","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(VOL) Can't rate","(VOL) Can't rate",NA,NA,NA,NA,NA,NA,NA,NA
"7874",500089,"Cell phone",140228,140227,1,"No","English","West","California","Highest","U  ","West","California","Highest","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very unfavorable","Mostly favorable",NA,NA,NA,NA,NA,"Yes, Republican Party's policies pose a threat to the nation's well-being",NA,NA
"7875",500091,"Cell phone",140228,140228,2,"No","English","South","Kentucky","2","R  ","South","Kentucky","2","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Very unfavorable",NA,NA,NA,NA,NA,NA,"No, wouldn't go that far",NA
"7876",500094,"Cell phone",140228,140228,2,"No","English","Midwest","Ohio","Highest","U  ","Midwest","Ohio","Highest","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Very unfavorable",NA,NA,NA,NA,NA,NA,"No, wouldn't go that far",NA
"7877",500096,"Cell phone",140228,140228,2,"No","English","Midwest","Ohio","4","U  ","Midwest","Ohio","4","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"7878",500100,"Cell phone",140228,140228,2,"No","English","South","Maryland","4","S  ","South","Maryland","4","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7879",500105,"Cell phone",140228,140228,2,"No","English","South","North Carolina","3","S  ","South","North Carolina","3","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Very unfavorable",NA,NA,NA,NA,NA,NA,"Yes, Democratic Party's policies pose a threat to the nation's well-being",NA
"7880",500107,"Cell phone",140228,140228,2,"No","English","South","West Virginia","2","R  ","South","West Virginia","2","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"7881",500108,"Cell phone",140228,140228,2,"No","English","South","Kentucky","2","   ","South","Kentucky","2","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(VOL) Can't rate","Very unfavorable",NA,NA,NA,NA,NA,NA,"Yes, Democratic Party's policies pose a threat to the nation's well-being",NA
"7882",500110,"Cell phone",140228,140228,2,"No","English","Midwest","Illinois","Highest","U  ","Northeast","New York","3","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7883",500111,"Cell phone",140228,140228,1,"No","English","South","Georgia","4","U  ","South","Georgia","4","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7884",500112,"Cell phone",140228,140228,1,"No","English","Northeast","Pennsylvania","Highest","U  ","Northeast","Pennsylvania","4","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","(VOL) Can't rate",NA,NA,NA,NA,NA,NA,NA,NA
"7885",500114,"Cell phone",140228,140228,1,"No","English","Northeast","Pennsylvania","3","S  ","Northeast","Pennsylvania","3","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very unfavorable","Mostly favorable",NA,NA,NA,NA,NA,"No, wouldn't go that far",NA,NA
"7886",500116,"Cell phone",140228,140228,1,"No","English","South","South Carolina","2","U  ","South","South Carolina","2","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"7887",500117,"Cell phone",140228,140228,1,"No","English","Midwest","Michigan","3","S  ","Midwest","Michigan","3","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"7888",500119,"Cell phone",140228,140228,1,"No","English","South","Virginia","Highest","U  ","South","Virginia","Highest","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7889",500121,"Cell phone",140228,140228,1,"No","English","South","Georgia","4","U  ","Northeast","New York","4","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7890",500122,"Cell phone",140228,140228,1,"No","English","South","Florida","3","U  ","South","Florida","3","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Very unfavorable",NA,NA,NA,NA,NA,NA,"Yes, Democratic Party's policies pose a threat to the nation's well-being",NA
"7891",500123,"Cell phone",140228,140228,2,"No","English","Midwest","Ohio","2","   ","Midwest","Ohio","2","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"7892",500126,"Cell phone",140228,140228,1,"No","English","Midwest","Indiana","2","R  ","Midwest","Indiana","2","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Very unfavorable",NA,NA,NA,NA,NA,NA,"Yes, Democratic Party's policies pose a threat to the nation's well-being",NA
"7893",500131,"Cell phone",140228,140228,1,"No","English","Midwest","Ohio","4","U  ","Midwest","Ohio","4","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Don't know/Refused",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7894",500133,"Cell phone",140228,140228,1,"No","English","South","Florida","3","U  ","South","Florida","3","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Very unfavorable",NA,NA,NA,NA,NA,NA,"Yes, Democratic Party's policies pose a threat to the nation's well-being",NA
"7895",500134,"Cell phone",140228,140228,1,"No","English","Northeast","Pennsylvania","3","   ","Northeast","Pennsylvania","3","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very unfavorable","Very favorable",NA,NA,NA,NA,NA,"No, wouldn't go that far",NA,NA
"7896",500135,"Cell phone",140228,140228,1,"No","English","South","Maryland","4","S  ","South","Maryland","4","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7897",500136,"Cell phone",140228,140228,1,"No","English","South","South Carolina","Lowest","R  ","South","South Carolina","Lowest","   ",NA,NA,NA,3,"18 or older",NA,"Don't know/Refused",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(VOL) Refused","(VOL) Refused",NA,NA,NA,NA,NA,NA,NA,NA
"7898",500137,"Cell phone",140228,140228,1,"No","English","South","North Carolina","2","R  ","South","North Carolina","3","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"7899",500141,"Cell phone",140301,140228,2,"No","English","Northeast","New Jersey","3","S  ","Northeast","Pennsylvania","Highest","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"7900",500142,"Cell phone",140228,140228,1,"No","English","South","North Carolina","2","   ","South","North Carolina","2","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly favorable","Very unfavorable",NA,NA,NA,NA,NA,NA,"Yes, Democratic Party's policies pose a threat to the nation's well-being",NA
"7901",500144,"Cell phone",140228,140228,1,"No","English","South","Florida","4","   ","South","Florida","4","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very unfavorable","Mostly favorable",NA,NA,NA,NA,NA,"No, wouldn't go that far",NA,NA
"7902",500145,"Cell phone",140228,140228,1,"No","English","Midwest","Indiana","3","U  ","Midwest","Indiana","3","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7903",500150,"Cell phone",140228,140228,1,"No","English","Midwest","Nebraska","2","U  ","Midwest","Nebraska","2","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mostly unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"7904",500151,"Cell phone",140228,140228,1,"No","English","South","Alabama","3","S  ","South","Alabama","3","   ",NA,NA,NA,3,"18 or older",NA,"Approve","Very strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very unfavorable","Mostly favorable",NA,NA,NA,NA,NA,"No, wouldn't go that far",NA,NA
"7905",500153,"Cell phone",140228,140228,1,"No","English","Midwest","Illinois","3","S  ","Midwest","Illinois","4","   ",NA,NA,NA,3,"18 or older",NA,"Disapprove","Not so strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very unfavorable","Very unfavorable",NA,NA,NA,NA,NA,"No, wouldn't go that far","No, wouldn't go that far",NA
